No.,Timestamp,Berat
986,06:45:32:975,95.34
987,06:45:33:162,95.34
988,06:45:33:349,95.34
989,06:45:33:552,95.34
990,06:45:33:739,95.14
991,06:45:33:927,95.34
992,06:45:34:129,95.34
993,06:45:34:317,95.34
994,06:45:34:504,95.54
995,06:45:34:707,95.54
996,06:45:34:894,95.64
997,06:45:35:081,95.74
998,06:45:35:284,95.74
999,06:45:35:471,95.74
1000,06:45:35:658,95.74
1001,06:45:35:845,95.94
1002,06:45:36:033,95.94
1003,06:45:36:220,95.84
1004,06:45:36:407,96.04
1005,06:45:36:610,95.84
1006,06:45:36:797,95.84
1007,06:45:36:984,95.84
1008,06:45:37:171,95.84
1009,06:45:37:343,95.84
1010,06:45:37:530,95.84
1011,06:45:37:717,95.94
1012,06:45:37:905,95.84
1013,06:45:38:092,95.74
1014,06:45:38:279,95.84
1015,06:45:38:466,95.84
1016,06:45:38:653,95.84
1017,06:45:38:856,95.84
1018,06:45:39:043,95.84
1019,06:45:39:246,95.84
1020,06:45:39:433,95.84
1021,06:45:39:621,95.74
1022,06:45:39:808,95.84
1023,06:45:40:011,95.74
1024,06:45:40:198,95.74
1025,06:45:40:385,95.74
1026,06:45:40:588,95.74
1027,06:45:40:759,95.64
1028,06:45:40:947,95.64
1029,06:45:41:118,95.64
1030,06:45:41:321,95.64
1031,06:45:41:508,95.54
1032,06:45:41:711,95.44
1033,06:45:41:883,94.94
1034,06:45:42:085,93.94
1035,06:45:42:257,93.34
1036,06:45:42:460,92.14
1037,06:45:42:647,91.44
1038,06:45:42:834,91.14
1039,06:45:43:037,90.94
1040,06:45:43:224,90.84
1041,06:45:43:411,90.94
1042,06:45:43:614,90.94
1043,06:45:43:801,91.04
1044,06:45:43:989,91.04
1045,06:45:44:191,91.04
1046,06:45:44:379,90.94
1047,06:45:44:566,91.14
1048,06:45:44:769,91.14
1049,06:45:44:956,91.04
1050,06:45:45:143,91.24
1051,06:45:45:346,91.44
1052,06:45:45:533,91.44
1053,06:45:45:720,91.34
1054,06:45:45:907,90.94
1055,06:45:46:110,90.74
1056,06:45:46:297,90.64
1057,06:45:46:500,90.64
1058,06:45:46:687,90.64
1059,06:45:46:875,90.64
1060,06:45:47:062,90.74
1061,06:45:47:249,90.74
1062,06:45:47:436,90.74
1063,06:45:47:623,90.94
1064,06:45:47:842,90.94
1065,06:45:48:013,90.94
1066,06:45:48:201,90.94
1067,06:45:48:403,90.84
1068,06:45:48:591,90.94
1069,06:45:48:778,90.94
1070,06:45:48:981,91.04
1071,06:45:49:168,90.94
1072,06:45:49:355,91.14
1073,06:45:49:558,91.04
1074,06:45:49:745,91.14
1075,06:45:49:917,91.14
1076,06:45:50:119,91.24
1077,06:45:50:307,91.24
1078,06:45:50:494,91.24
1079,06:45:50:697,91.24
1080,06:45:50:884,91.34
1081,06:45:51:071,91.34
1082,06:45:51:258,91.54
1083,06:45:51:461,91.54
1084,06:45:51:648,91.54
1085,06:45:51:835,91.64
1086,06:45:52:038,91.64
1087,06:45:52:225,91.04
1088,06:45:52:413,90.64
1089,06:45:52:615,90.64
1090,06:45:52:803,91.04
1091,06:45:52:990,91.14
1092,06:45:53:193,91.14
1093,06:45:53:380,91.14
1094,06:45:53:567,91.24
1095,06:45:53:770,91.34
1096,06:45:53:957,91.44
1097,06:45:54:144,91.54
1098,06:45:54:363,91.44
1099,06:45:54:534,91.54
1100,06:45:54:721,91.44
1101,06:45:54:924,91.64
1102,06:45:55:111,91.24
1103,06:45:55:299,89.74
1104,06:45:55:501,88.74
1105,06:45:55:689,88.44
1106,06:45:55:876,88.34
1107,06:45:56:079,88.54
1108,06:45:56:266,88.54
1109,06:45:56:453,87.74
1110,06:45:56:625,86.24
1111,06:45:56:827,85.34
1112,06:45:57:015,85.14
1113,06:45:57:202,85.24
1114,06:45:57:405,85.54
1115,06:45:57:592,85.64
1116,06:45:57:779,85.74
1117,06:45:57:982,85.94
1118,06:45:58:169,86.24
1119,06:45:58:356,86.34
1120,06:45:58:559,86.74
1121,06:45:58:762,86.94
1122,06:45:58:933,86.94
1123,06:45:59:136,87.24
1124,06:45:59:323,87.34
1125,06:45:59:526,87.44
1126,06:45:59:713,87.54
1127,06:45:59:901,87.74
1128,06:46:00:088,87.94
1129,06:46:00:291,88.04
1130,06:46:00:478,88.24
1131,06:46:00:665,88.34
1132,06:46:00:852,88.54
1133,06:46:01:055,88.74
1134,06:46:01:242,88.74
1135,06:46:01:429,88.84
1136,06:46:01:632,89.04
1137,06:46:01:819,89.14
1138,06:46:02:007,89.24
1139,06:46:02:209,89.34
1140,06:46:02:397,89.34
1141,06:46:02:584,89.64
1142,06:46:02:787,89.04
1143,06:46:02:974,87.14
1144,06:46:03:161,85.64
1145,06:46:03:364,85.04
1146,06:46:03:551,84.54
1147,06:46:03:738,84.44
1148,06:46:03:941,84.64
1149,06:46:04:128,84.84
1150,06:46:04:315,85.04
1151,06:46:04:518,85.34
1152,06:46:04:705,85.64
1153,06:46:04:893,85.74
1154,06:46:05:095,85.84
1155,06:46:05:283,85.84
1156,06:46:05:470,86.04
1157,06:46:05:657,86.24
1158,06:46:05:860,86.24
1159,06:46:06:047,86.44
1160,06:46:06:234,86.54
1161,06:46:06:437,86.64
1162,06:46:06:624,86.74
1163,06:46:06:827,86.94
1164,06:46:06:999,86.94
1165,06:46:07:186,86.94
1166,06:46:07:373,87.14
1167,06:46:07:576,87.34
1168,06:46:07:763,87.44
1169,06:46:07:950,87.44
1170,06:46:08:153,87.64
1171,06:46:08:340,87.74
1172,06:46:08:527,87.84
1173,06:46:08:730,87.94
1174,06:46:08:917,88.04
1175,06:46:09:105,88.14
1176,06:46:09:307,88.24
1177,06:46:09:495,88.34
1178,06:46:09:682,88.54
1179,06:46:09:885,88.54
1180,06:46:10:056,88.74
1181,06:46:10:259,88.74
1182,06:46:10:431,88.74
1183,06:46:10:633,89.04
1184,06:46:10:821,88.94
1185,06:46:11:008,89.04
1186,06:46:11:211,89.24
1187,06:46:11:398,89.04
1188,06:46:11:585,88.44
1189,06:46:11:788,88.04
1190,06:46:11:975,87.94
1191,06:46:12:162,87.94
1192,06:46:12:365,88.04
1193,06:46:12:552,88.04
1194,06:46:12:739,87.84
1195,06:46:12:942,88.04
1196,06:46:13:145,88.04
1197,06:46:13:301,87.94
1198,06:46:13:504,88.14
1199,06:46:13:691,88.14
1200,06:46:13:878,87.34
1201,06:46:14:081,86.04
1202,06:46:14:268,85.54
1203,06:46:14:455,85.24
1204,06:46:14:658,85.14
1205,06:46:14:845,85.34
1206,06:46:15:033,85.54
1207,06:46:15:235,85.44
1208,06:46:15:423,85.54
1209,06:46:15:610,86.04
1210,06:46:15:797,96.94
1211,06:46:16:000,68.94
1212,06:46:16:187,26.74
1213,06:46:16:374,26.34
1214,06:46:16:577,26.34
1215,06:46:16:764,26.44
1216,06:46:16:951,26.44
1217,06:46:17:154,26.34
1218,06:46:17:341,26.34
1219,06:46:17:529,26.34
1220,06:46:17:731,26.34
1221,06:46:17:919,26.14
1222,06:46:18:106,26.34
1223,06:46:18:309,26.24
1224,06:46:18:496,26.14
1225,06:46:18:683,26.34
1226,06:46:18:886,25.84
1227,06:46:19:073,20.84
1228,06:46:19:260,16.04
1229,06:46:19:463,14.04
1230,06:46:19:650,13.14
1231,06:46:19:837,13.14
1232,06:46:20:040,13.34
1233,06:46:20:227,13.94
1234,06:46:20:415,14.74
1235,06:46:20:617,15.54
1236,06:46:20:805,16.04
1237,06:46:20:992,16.54
1238,06:46:21:179,16.94
1239,06:46:21:382,17.24
1240,06:46:21:569,17.64
1241,06:46:21:756,17.74
1242,06:46:21:959,18.24
1243,06:46:22:146,18.54
1244,06:46:22:333,18.84
1245,06:46:22:536,19.24
1246,06:46:22:723,19.74
1247,06:46:22:911,20.14
1248,06:46:23:113,20.34
1249,06:46:23:301,20.44
1250,06:46:23:488,20.94
1251,06:46:23:691,21.14
1252,06:46:23:878,21.24
1253,06:46:24:065,21.54
1254,06:46:24:268,21.64
1255,06:46:24:455,21.74
1256,06:46:24:642,22.14
1257,06:46:24:845,22.14
1258,06:46:25:032,22.34
1259,06:46:25:219,22.74
1260,06:46:25:407,22.44
1261,06:46:25:609,21.94
1262,06:46:25:797,21.84
1263,06:46:25:984,21.84
1264,06:46:26:187,20.04
1265,06:46:26:374,-21.15
1266,06:46:26:561,-94.65
1267,06:46:26:764,-7.74
1268,06:46:26:951,22.24
1269,06:46:27:138,22.44
1270,06:46:27:341,22.44
1271,06:46:27:528,22.64
1272,06:46:27:715,23.14
1273,06:46:27:918,22.64
1274,06:46:28:105,22.44
1275,06:46:28:293,22.84
1276,06:46:28:495,23.14
1277,06:46:28:683,23.44
1278,06:46:28:870,23.54
1279,06:46:29:073,23.94
1280,06:46:29:260,24.04
1281,06:46:29:447,24.24
1282,06:46:29:634,24.34
1283,06:46:29:837,24.44
1284,06:46:30:024,24.44
1285,06:46:30:211,24.44
1286,06:46:30:414,24.44
1287,06:46:30:601,24.64
1288,06:46:30:789,24.54
1289,06:46:30:991,24.74
1290,06:46:31:179,24.74
1291,06:46:31:366,24.84
1292,06:46:31:569,24.94
1293,06:46:31:756,25.04
1294,06:46:31:943,25.04
1295,06:46:32:146,25.04
1296,06:46:32:333,25.14
1297,06:46:32:520,25.24
1298,06:46:32:723,25.34
1299,06:46:32:910,25.44
1300,06:46:33:097,25.54
1301,06:46:33:300,25.64
1302,06:46:33:487,25.54
1303,06:46:33:675,25.64
1304,06:46:33:877,25.74
1305,06:46:34:065,25.94
1306,06:46:34:252,25.84
1307,06:46:34:439,25.84
1308,06:46:34:642,25.84
1309,06:46:34:829,26.04
1310,06:46:35:016,26.14
1311,06:46:35:219,26.14
1312,06:46:35:406,26.44
1313,06:46:35:593,27.24
1314,06:46:35:796,28.64
1315,06:46:35:983,29.84
1316,06:46:36:171,30.54
1317,06:46:36:373,31.04
1318,06:46:36:561,31.44
1319,06:46:36:748,31.94
1320,06:46:36:951,32.24
1321,06:46:37:138,32.64
1322,06:46:37:325,33.34
1323,06:46:37:528,32.94
1324,06:46:37:715,31.54
1325,06:46:37:902,31.64
1326,06:46:38:105,31.84
1327,06:46:38:292,31.84
1328,06:46:38:479,32.04
1329,06:46:38:682,31.94
1330,06:46:38:869,31.74
1331,06:46:39:057,31.74
1332,06:46:39:244,31.74
1333,06:46:39:447,31.94
1334,06:46:39:634,32.24
1335,06:46:39:821,32.54
1336,06:46:40:024,32.74
1337,06:46:40:211,32.84
1338,06:46:40:398,32.94
1339,06:46:40:601,33.04
1340,06:46:40:788,33.14
1341,06:46:40:975,33.14
1342,06:46:41:178,33.34
1343,06:46:41:365,33.64
1344,06:46:41:553,33.74
1345,06:46:41:755,33.64
1346,06:46:41:943,33.84
1347,06:46:42:130,33.74
1348,06:46:42:333,33.74
1349,06:46:42:520,32.64
1350,06:46:42:707,31.14
1351,06:46:42:910,30.54
1352,06:46:43:097,30.34
1353,06:46:43:284,30.24
1354,06:46:43:471,30.34
1355,06:46:43:674,30.44
1356,06:46:43:861,30.54
1357,06:46:44:049,30.54
1358,06:46:44:251,30.54
1359,06:46:44:439,30.64
1360,06:46:44:626,30.74
1361,06:46:44:829,30.64
1362,06:46:45:016,30.64
1363,06:46:45:203,30.64
1364,06:46:45:406,30.64
1365,06:46:45:593,30.54
1366,06:46:45:780,30.54
1367,06:46:45:983,30.54
1368,06:46:46:170,30.04
1369,06:46:46:357,28.94
1370,06:46:46:560,28.04
1371,06:46:46:747,27.54
1372,06:46:46:935,27.34
1373,06:46:47:137,27.14
1374,06:46:47:325,27.24
1375,06:46:47:512,27.34
1376,06:46:47:699,27.24
1377,06:46:47:902,27.14
1378,06:46:48:089,27.14
1379,06:46:48:276,27.24
1380,06:46:48:479,27.24
1381,06:46:48:666,27.24
1382,06:46:48:853,27.24
1383,06:46:49:056,27.34
1384,06:46:49:243,27.24
1385,06:46:49:431,27.14
1386,06:46:49:633,27.14
1387,06:46:49:821,27.34
1388,06:46:50:008,27.24
1389,06:46:50:211,25.64
1390,06:46:50:398,23.14
1391,06:46:50:585,20.74
1392,06:46:50:788,20.24
1393,06:46:50:975,20.14
1394,06:46:51:162,20.34
1395,06:46:51:365,20.64
1396,06:46:51:552,20.74
1397,06:46:51:740,20.94
1398,06:46:51:942,21.14
1399,06:46:52:130,21.34
1400,06:46:52:317,21.34
1401,06:46:52:520,21.54
1402,06:46:52:707,21.64
1403,06:46:52:894,21.84
1404,06:46:53:081,22.04
1405,06:46:53:284,22.04
1406,06:46:53:471,22.24
1407,06:46:53:658,22.34
1408,06:46:53:861,22.54
1409,06:46:54:048,22.54
1410,06:46:54:236,22.84
1411,06:46:54:438,22.84
1412,06:46:54:626,23.04
1413,06:46:54:813,23.14
1414,06:46:55:016,23.24
1415,06:46:55:203,23.14
1416,06:46:55:390,23.34
1417,06:46:55:593,23.54
1418,06:46:55:780,23.74
1419,06:46:55:967,23.54
1420,06:46:56:170,20.04
1421,06:46:56:357,17.34
1422,06:46:56:544,15.94
1423,06:46:56:747,15.84
1424,06:46:56:934,15.94
1425,06:46:57:122,16.24
1426,06:46:57:324,16.54
1427,06:46:57:512,16.94
1428,06:46:57:699,17.24
1429,06:46:57:886,17.34
1430,06:46:58:089,17.54
1431,06:46:58:276,17.54
1432,06:46:58:463,17.24
1433,06:46:58:666,17.04
1434,06:46:58:853,17.04
1435,06:46:59:040,16.94
1436,06:46:59:243,17.14
1437,06:46:59:430,17.24
1438,06:46:59:618,17.44
1439,06:46:59:820,17.84
1440,06:47:00:008,17.94
1441,06:47:00:195,18.24
1442,06:47:00:398,18.54
1443,06:47:00:585,18.44
No.,Timestamp,Berat
1445,06:47:04:750,-24.55
1446,06:47:04:937,-22.75
1447,06:47:05:124,-21.35
1448,06:47:05:327,-20.45
1449,06:47:05:514,-20.65
1450,06:47:05:702,-22.35
1451,06:47:05:904,-23.85
1452,06:47:06:092,-23.55
1453,06:47:06:279,-23.05
1454,06:47:06:482,-22.75
1455,06:47:06:669,-22.25
1456,06:47:06:856,-21.95
1457,06:47:07:043,-21.45
1458,06:47:07:246,-21.05
1459,06:47:07:433,-20.65
1460,06:47:07:620,-20.15
1461,06:47:07:823,-19.95
1462,06:47:08:010,-19.65
1463,06:47:08:198,-19.45
1464,06:47:08:400,-19.15
1465,06:47:08:588,-19.05
1466,06:47:08:775,-18.85
1467,06:47:08:978,-18.45
1468,06:47:09:165,-18.35
1469,06:47:09:352,-18.25
1470,06:47:09:555,-18.05
1471,06:47:09:742,-17.85
1472,06:47:09:929,-17.65
1473,06:47:10:132,-17.45
1474,06:47:10:319,-17.15
1475,06:47:10:506,-16.85
1476,06:47:10:694,-16.75
1477,06:47:10:896,-16.85
1478,06:47:11:084,-16.75
1479,06:47:11:271,-16.75
1480,06:47:11:474,-16.65
1481,06:47:11:661,-16.55
1482,06:47:11:848,-16.35
1483,06:47:12:051,-16.25
1484,06:47:12:238,-16.15
1485,06:47:12:425,-15.95
1486,06:47:12:628,-15.85
1487,06:47:12:815,-15.85
1488,06:47:13:002,-15.65
1489,06:47:13:205,-15.35
1490,06:47:13:392,-15.25
1491,06:47:13:580,-15.65
1492,06:47:13:782,-15.95
1493,06:47:13:970,-16.45
1494,06:47:14:157,-16.65
1495,06:47:14:360,-16.65
1496,06:47:14:547,-16.65
1497,06:47:14:734,-16.65
1498,06:47:14:937,-16.35
1499,06:47:15:124,-16.35
1500,06:47:15:311,-16.15
1501,06:47:15:498,-16.25
1502,06:47:15:701,-17.65
1503,06:47:15:888,-21.35
1504,06:47:16:076,-23.25
1505,06:47:16:278,-23.95
1506,06:47:16:466,-23.95
1507,06:47:16:653,-23.95
1508,06:47:16:856,-23.75
1509,06:47:17:043,-23.45
1510,06:47:17:230,-23.15
1511,06:47:17:433,-22.85
1512,06:47:17:620,-22.55
1513,06:47:17:807,-22.35
1514,06:47:18:010,-22.25
1515,06:47:18:197,-21.85
1516,06:47:18:384,-21.65
1517,06:47:18:572,-21.45
1518,06:47:18:774,-21.25
1519,06:47:18:962,-21.05
1520,06:47:19:149,-20.75
1521,06:47:19:352,-20.45
1522,06:47:19:539,-20.15
1523,06:47:19:726,-22.35
1524,06:47:19:929,-25.75
1525,06:47:20:116,-25.95
1526,06:47:20:303,-25.85
1527,06:47:20:506,-17.45
1528,06:47:20:693,11.74
1529,06:47:20:880,34.84
1530,06:47:21:083,35.24
1531,06:47:21:270,35.54
1532,06:47:21:458,35.84
1533,06:47:21:660,36.24
1534,06:47:21:848,36.44
1535,06:47:22:035,36.84
1536,06:47:22:238,37.34
1537,06:47:22:425,37.24
1538,06:47:22:612,37.04
1539,06:47:22:815,37.14
1540,06:47:23:002,37.14
1541,06:47:23:189,37.34
1542,06:47:23:392,37.64
1543,06:47:23:579,37.74
1544,06:47:23:766,40.04
1545,06:47:23:954,38.74
1546,06:47:24:156,34.34
1547,06:47:24:344,-13.75
1548,06:47:24:531,-25.05
1549,06:47:24:734,-28.65
1550,06:47:24:921,-29.85
1551,06:47:25:108,-29.35
1552,06:47:25:311,-28.35
1553,06:47:25:498,-27.85
1554,06:47:25:685,-27.35
1555,06:47:25:888,-26.85
1556,06:47:26:075,-26.45
1557,06:47:26:262,-25.85
1558,06:47:26:465,-25.15
1559,06:47:26:652,-23.95
1560,06:47:26:840,3.43
1561,06:47:27:042,93.54
1562,06:47:27:230,216.55
1563,06:47:27:417,217.25
1564,06:47:27:620,216.85
1565,06:47:27:807,217.05
1566,06:47:27:994,217.15
1567,06:47:28:197,217.25
1568,06:47:28:384,217.55
1569,06:47:28:571,217.65
1570,06:47:28:758,217.85
1571,06:47:28:961,218.15
1572,06:47:29:148,218.35
1573,06:47:29:336,218.85
1574,06:47:29:538,218.95
1575,06:47:29:726,219.15
1576,06:47:29:913,219.45
1577,06:47:30:116,217.05
1578,06:47:30:303,214.85
1579,06:47:30:490,213.95
1580,06:47:30:693,213.15
1581,06:47:30:880,213.65
1582,06:47:31:067,214.15
1583,06:47:31:270,214.55
1584,06:47:31:457,214.75
1585,06:47:31:644,214.85
1586,06:47:31:847,215.05
1587,06:47:32:034,215.25
1588,06:47:32:222,215.45
1589,06:47:32:409,215.65
1590,06:47:32:612,215.75
1591,06:47:32:799,216.05
1592,06:47:32:986,216.15
1593,06:47:33:189,216.35
1594,06:47:33:376,216.45
1595,06:47:33:563,216.65
1596,06:47:33:766,216.95
1597,06:47:33:953,217.05
1598,06:47:34:140,217.25
1599,06:47:34:343,217.35
1600,06:47:34:530,217.55
1601,06:47:34:718,217.65
1602,06:47:34:920,217.85
1603,06:47:35:108,217.85
1604,06:47:35:295,218.15
1605,06:47:35:498,218.15
1606,06:47:35:685,218.35
1607,06:47:35:872,218.55
1608,06:47:36:075,218.65
1609,06:47:36:262,218.85
1610,06:47:36:449,218.95
1611,06:47:36:652,219.05
1612,06:47:36:839,217.05
1613,06:47:37:026,215.45
1614,06:47:37:214,215.45
1615,06:47:37:416,215.95
1616,06:47:37:604,216.55
1617,06:47:37:791,216.85
1618,06:47:37:994,217.25
1619,06:47:38:181,217.65
1620,06:47:38:368,217.85
1621,06:47:38:571,218.05
1622,06:47:38:758,218.15
1623,06:47:38:945,218.35
1624,06:47:39:148,218.35
1625,06:47:39:335,225.65
1626,06:47:39:522,249.95
1627,06:47:39:725,127.05
1628,06:47:39:912,-19.35
1629,06:47:40:100,-20.95
1630,06:47:40:302,-20.95
1631,06:47:40:490,-21.25
1632,06:47:40:677,-22.45
1633,06:47:40:880,-23.75
1634,06:47:41:067,-24.45
1635,06:47:41:254,-25.05
1636,06:47:41:441,-25.15
1637,06:47:41:644,-25.05
1638,06:47:41:831,-24.95
1639,06:47:42:018,-24.85
1640,06:47:42:221,-24.75
1641,06:47:42:408,-24.65
1642,06:47:42:596,-24.45
1643,06:47:42:798,-24.25
1644,06:47:42:986,-24.15
No.,Timestamp,Berat
1646,06:47:46:652,-7.64
1647,06:47:46:854,-6.14
1648,06:47:47:042,-4.84
1649,06:47:47:229,-3.94
1650,06:47:47:416,-3.04
1651,06:47:47:619,-2.34
1652,06:47:47:806,-1.74
1653,06:47:47:993,-1.24
1654,06:47:48:196,-0.94
1655,06:47:48:383,-0.64
1656,06:47:48:570,-0.34
1657,06:47:48:773,-0.14
1658,06:47:48:960,0.33
1659,06:47:49:148,0.63
1660,06:47:49:350,0.93
1661,06:47:49:538,1.03
1662,06:47:49:725,1.23
1663,06:47:49:928,1.43
1664,06:47:50:115,1.63
1665,06:47:50:302,1.83
1666,06:47:50:505,2.03
1667,06:47:50:692,2.33
1668,06:47:50:879,2.33
1669,06:47:51:082,2.43
1670,06:47:51:269,2.63
1671,06:47:51:456,2.73
1672,06:47:51:644,2.83
1673,06:47:51:846,2.83
1674,06:47:52:034,2.93
1675,06:47:52:221,2.93
1676,06:47:52:424,2.93
1677,06:47:52:611,2.83
1678,06:47:52:798,2.53
1679,06:47:53:001,-1.34
1680,06:47:53:188,-4.04
1681,06:47:53:375,-4.64
1682,06:47:53:578,-4.74
1683,06:47:53:765,-4.54
1684,06:47:53:952,-4.24
1685,06:47:54:155,-3.94
1686,06:47:54:342,-3.44
1687,06:47:54:530,-3.14
1688,06:47:54:732,-2.74
1689,06:47:54:920,-2.44
1690,06:47:55:107,-2.34
1691,06:47:55:294,-1.94
1692,06:47:55:497,-1.54
1693,06:47:55:684,-1.14
1694,06:47:55:871,-0.94
1695,06:47:56:074,-0.74
1696,06:47:56:261,-0.44
1697,06:47:56:448,-0.24
1698,06:47:56:651,0.13
1699,06:47:56:838,0.33
1700,06:47:57:026,0.53
1701,06:47:57:228,0.73
1702,06:47:57:416,0.83
1703,06:47:57:603,1.13
1704,06:47:57:806,1.23
1705,06:47:57:993,1.53
1706,06:47:58:180,1.73
1707,06:47:58:383,1.63
1708,06:47:58:570,1.83
1709,06:47:58:757,2.13
1710,06:47:58:960,2.23
1711,06:47:59:147,2.53
1712,06:47:59:334,2.53
1713,06:47:59:537,2.63
1714,06:47:59:724,2.93
1715,06:47:59:912,3.13
1716,06:48:00:114,3.13
1717,06:48:00:302,3.23
1718,06:48:00:489,3.43
1719,06:48:00:676,3.73
1720,06:48:00:879,3.13
1721,06:48:01:066,3.43
1722,06:48:01:253,3.33
1723,06:48:01:456,3.03
1724,06:48:01:643,2.73
1725,06:48:01:830,2.63
1726,06:48:02:033,2.93
1727,06:48:02:220,3.03
1728,06:48:02:408,3.13
1729,06:48:02:610,3.43
1730,06:48:02:798,3.53
1731,06:48:02:985,3.63
1732,06:48:03:172,3.73
1733,06:48:03:375,3.93
1734,06:48:03:562,4.13
1735,06:48:03:749,4.23
1736,06:48:03:952,4.43
1737,06:48:04:139,4.53
1738,06:48:04:326,4.63
1739,06:48:04:529,4.73
1740,06:48:04:716,4.83
1741,06:48:04:904,5.03
1742,06:48:05:106,5.03
1743,06:48:05:294,5.33
1744,06:48:05:481,4.53
1745,06:48:05:684,2.63
1746,06:48:05:871,2.43
1747,06:48:06:058,2.73
1748,06:48:06:261,3.13
1749,06:48:06:448,3.43
1750,06:48:06:635,3.53
1751,06:48:06:838,3.83
1752,06:48:07:025,4.13
1753,06:48:07:212,4.23
1754,06:48:07:415,4.33
1755,06:48:07:602,4.43
1756,06:48:07:790,4.53
1757,06:48:07:977,4.73
1758,06:48:08:180,4.93
1759,06:48:08:367,5.03
1760,06:48:08:554,5.23
1761,06:48:08:757,5.73
1762,06:48:08:944,6.23
1763,06:48:09:131,6.43
1764,06:48:09:334,4.63
1765,06:48:09:521,2.53
1766,06:48:09:708,1.63
1767,06:48:09:911,1.53
1768,06:48:10:098,1.63
1769,06:48:10:286,1.83
1770,06:48:10:488,2.13
1771,06:48:10:676,2.33
1772,06:48:10:863,2.33
1773,06:48:11:050,2.63
1774,06:48:11:253,2.83
1775,06:48:11:440,2.83
1776,06:48:11:627,3.13
1777,06:48:11:830,3.23
1778,06:48:12:017,3.33
1779,06:48:12:204,3.53
1780,06:48:12:407,4.63
1781,06:48:12:594,23.94
1782,06:48:12:782,58.14
1783,06:48:12:984,63.04
1784,06:48:13:172,63.14
1785,06:48:13:359,62.94
1786,06:48:13:562,63.04
1787,06:48:13:749,63.24
1788,06:48:13:936,63.34
1789,06:48:14:139,63.44
1790,06:48:14:326,63.54
1791,06:48:14:513,63.64
1792,06:48:14:716,63.74
1793,06:48:14:903,63.84
1794,06:48:15:090,64.04
1795,06:48:15:293,64.14
1796,06:48:15:480,64.24
1797,06:48:15:668,64.34
1798,06:48:15:855,64.34
1799,06:48:16:058,64.44
1800,06:48:16:245,64.64
1801,06:48:16:432,64.54
1802,06:48:16:635,64.74
1803,06:48:16:822,64.84
1804,06:48:17:009,64.94
1805,06:48:17:212,64.94
1806,06:48:17:399,65.14
1807,06:48:17:586,65.14
1808,06:48:17:789,65.14
1809,06:48:17:976,65.14
1810,06:48:18:164,65.24
1811,06:48:18:366,65.24
1812,06:48:18:554,65.34
1813,06:48:18:741,65.34
1814,06:48:18:944,65.44
1815,06:48:19:131,65.44
1816,06:48:19:318,65.54
1817,06:48:19:521,65.74
1818,06:48:19:708,65.74
1819,06:48:19:895,65.84
1820,06:48:20:082,66.14
1821,06:48:20:285,65.84
1822,06:48:20:472,20.64
1823,06:48:20:660,6.73
1824,06:48:20:862,6.93
1825,06:48:21:050,7.03
1826,06:48:21:237,7.03
1827,06:48:21:440,7.13
1828,06:48:21:627,7.23
1829,06:48:21:814,7.13
1830,06:48:22:017,6.93
1831,06:48:22:204,6.73
1832,06:48:22:391,6.73
1833,06:48:22:594,6.43
1834,06:48:22:781,6.03
1835,06:48:22:968,30.54
1836,06:48:23:171,137.65
1837,06:48:23:358,245.55
1838,06:48:23:546,247.55
1839,06:48:23:748,245.85
1840,06:48:23:936,245.95
1841,06:48:24:123,246.05
1842,06:48:24:310,246.15
1843,06:48:24:513,246.15
1844,06:48:24:700,246.35
1845,06:48:24:903,246.35
1846,06:48:25:090,246.35
1847,06:48:25:277,246.55
1848,06:48:25:464,246.65
1849,06:48:25:667,246.85
1850,06:48:25:854,246.85
1851,06:48:26:042,246.95
1852,06:48:26:244,247.15
1853,06:48:26:432,247.15
1854,06:48:26:619,247.15
1855,06:48:26:822,247.25
1856,06:48:27:009,247.35
1857,06:48:27:196,247.45
1858,06:48:27:399,247.55
1859,06:48:27:586,247.65
1860,06:48:27:773,247.65
1861,06:48:27:976,247.85
1862,06:48:28:163,247.85
1863,06:48:28:350,247.95
1864,06:48:28:553,247.85
1865,06:48:28:740,247.95
1866,06:48:28:928,247.95
1867,06:48:29:130,247.95
1868,06:48:29:318,248.25
1869,06:48:29:505,248.25
1870,06:48:29:692,248.25
1871,06:48:29:895,248.15
1872,06:48:30:082,248.25
1873,06:48:30:269,248.25
1874,06:48:30:472,248.45
1875,06:48:30:659,248.35
1876,06:48:30:846,248.45
1877,06:48:31:049,248.55
1878,06:48:31:236,248.45
1879,06:48:31:424,248.55
1880,06:48:31:626,248.75
1881,06:48:31:814,248.65
1882,06:48:32:001,248.55
1883,06:48:32:204,248.55
1884,06:48:32:391,248.85
1885,06:48:32:578,248.85
1886,06:48:32:781,248.75
1887,06:48:32:968,248.85
1888,06:48:33:155,248.85
1889,06:48:33:342,248.95
1890,06:48:33:545,249.15
1891,06:48:33:732,249.15
1892,06:48:33:920,249.05
1893,06:48:34:122,249.15
1894,06:48:34:310,249.25
1895,06:48:34:497,249.35
1896,06:48:34:700,249.25
1897,06:48:34:887,249.35
1898,06:48:35:074,249.45
1899,06:48:35:277,249.55
1900,06:48:35:464,249.45
1901,06:48:35:651,249.65
1902,06:48:35:854,249.75
1903,06:48:36:041,249.75
1904,06:48:36:228,249.75
1905,06:48:36:431,249.85
1906,06:48:36:618,250.05
1907,06:48:36:806,250.05
1908,06:48:37:008,250.25
